DBN,School Name,Grade Level,Program Type,Number of Students,Number of Classes,Average Class Size,Minimum Class Size,Maximum Class Size,Department,Subject,School Pupil-Teacher Ratio
01M515,LOWER EAST SIDE PREPARATORY HIGH SCHOOL,HS Core,Gen Ed,40,2,20.0,9.0,31.0,Math,HS Technology,17.1
01M515,LOWER EAST SIDE PREPARATORY HIGH SCHOOL,HS Core,Gen Ed,192,9,21.3,9.0,33.0,Science,HS Earth Science,17.1
01M515,LOWER EAST SIDE PREPARATORY HIGH SCHOOL,HS Core,Gen Ed,209,8,26.1,21.0,33.0,Science,HS Living Environment,17.1
01M515,LOWER EAST SIDE PREPARATORY HIGH SCHOOL,HS Core,Gen Ed,86,3,28.7,26.0,30.0,Science,HS Other Science,17.1
01M515,LOWER EAST SIDE PREPARATORY HIGH SCHOOL,HS Core,Gen Ed,270,11,24.5,10.0,33.0,Social Studies,HS Global History,17.1
01M515,LOWER EAST SIDE PREPARATORY HIGH SCHOOL,HS Core,Gen Ed,153,6,25.5,22.0,31.0,Social Studies,HS Government & Econ,17.1
01M515,LOWER EAST SIDE PREPARATORY HIGH SCHOOL,HS Core,Gen Ed,17,1,17.0,17.0,17.0,Social Studies,HS Social Studies Other,17.1
01M515,LOWER EAST SIDE PREPARATORY HIGH SCHOOL,HS Core,Gen Ed,211,9,23.4,10.0,32.0,Social Studies,HS US History,17.1
01M539,NEW EXPLORATIONS INTO SCIENCE- TECHNOLOGY AND MATH HIGH SCHOOL,HS Core,Gen Ed,80,3,26.7,24.0,31.0,English,HS English 09,18.9
01M539,NEW EXPLORATIONS INTO SCIENCE- TECHNOLOGY AND MATH HIGH SCHOOL,HS Core,Gen Ed,95,3,31.7,31.0,33.0,English,HS English 10,18.9
01M539,NEW EXPLORATIONS INTO SCIENCE- TECHNOLOGY AND MATH HIGH SCHOOL,HS Core,Gen Ed,95,3,31.7,30.0,34.0,English,HS English 11,18.9
01M539,NEW EXPLORATIONS INTO SCIENCE- TECHNOLOGY AND MATH HIGH SCHOOL,HS Core,Gen Ed,150,5,30.0,25.0,34.0,English,HS English 12,18.9
01M539,NEW EXPLORATIONS INTO SCIENCE- TECHNOLOGY AND MATH HIGH SCHOOL,HS Core,Gen Ed,110,4,27.5,24.0,31.0,English,HS English Other,18.9
01M539,NEW EXPLORATIONS INTO SCIENCE- TECHNOLOGY AND MATH HIGH SCHOOL,HS Core,Gen Ed,82,3,27.3,20.0,34.0,Math,HS Algebra II,18.9
01M539,NEW EXPLORATIONS INTO SCIENCE- TECHNOLOGY AND MATH HIGH SCHOOL,HS Core,Gen Ed,96,4,24.0,18.0,29.0,Math,HS Geometry,18.9
01M539,NEW EXPLORATIONS INTO SCIENCE- TECHNOLOGY AND MATH HIGH SCHOOL,HS Core,Gen Ed,142,5,28.4,19.0,34.0,Math,HS Math Other,18.9
01M539,NEW EXPLORATIONS INTO SCIENCE- TECHNOLOGY AND MATH HIGH SCHOOL,HS Core,Gen Ed,93,4,23.3,19.0,25.0,Math,HS Pre-calculus,18.9
01M539,NEW EXPLORATIONS INTO SCIENCE- TECHNOLOGY AND MATH HIGH SCHOOL,HS Core,Gen Ed,115,4,28.8,25.0,35.0,Math,HS Technology,18.9
01M539,NEW EXPLORATIONS INTO SCIENCE- TECHNOLOGY AND MATH HIGH SCHOOL,HS Core,Gen Ed,150,5,30.0,19.0,34.0,Science,HS Chemistry,18.9
01M539,NEW EXPLORATIONS INTO SCIENCE- TECHNOLOGY AND MATH HIGH SCHOOL,HS Core,Gen Ed,140,5,28.0,10.0,34.0,Science,HS Other Life Science,18.9
01M539,NEW EXPLORATIONS INTO SCIENCE- TECHNOLOGY AND MATH HIGH SCHOOL,HS Core,Gen Ed,34,1,34.0,34.0,34.0,Science,HS Other Science,18.9
01M539,NEW EXPLORATIONS INTO SCIENCE- TECHNOLOGY AND MATH HIGH SCHOOL,HS Core,Gen Ed,122,4,30.5,28.0,34.0,Science,HS Physics,18.9
01M539,NEW EXPLORATIONS INTO SCIENCE- TECHNOLOGY AND MATH HIGH SCHOOL,HS Core,Gen Ed,163,6,27.2,23.0,32.0,Social Studies,HS Global History,18.9
01M539,NEW EXPLORATIONS INTO SCIENCE- TECHNOLOGY AND MATH HIGH SCHOOL,HS Core,Gen Ed,147,5,29.4,19.0,34.0,Social Studies,HS Government & Econ,18.9
01M539,NEW EXPLORATIONS INTO SCIENCE- TECHNOLOGY AND MATH HIGH SCHOOL,HS Core,Gen Ed,128,4,32.0,27.0,34.0,Social Studies,HS Social Studies Other,18.9
01M539,NEW EXPLORATIONS INTO SCIENCE- TECHNOLOGY AND MATH HIGH SCHOOL,HS Core,Gen Ed,96,3,32.0,31.0,33.0,Social Studies,HS US History,18.9
01M539,NEW EXPLORATIONS INTO SCIENCE- TECHNOLOGY AND MATH HIGH SCHOOL,HS Core,ICT,82,3,27.3,25.0,30.0,English,HS English 09,18.9
01M539,NEW EXPLORATIONS INTO SCIENCE- TECHNOLOGY AND MATH HIGH SCHOOL,HS Core,ICT,53,2,26.5,25.0,28.0,English,HS English 10,18.9
01M539,NEW EXPLORATIONS INTO SCIENCE- TECHNOLOGY AND MATH HIGH SCHOOL,HS Core,ICT,29,1,29.0,29.0,29.0,English,HS English 11,18.9
01M539,NEW EXPLORATIONS INTO SCIENCE- TECHNOLOGY AND MATH HIGH SCHOOL,HS Core,ICT,28,1,28.0,28.0,28.0,English,HS English 12,18.9
01M539,NEW EXPLORATIONS INTO SCIENCE- TECHNOLOGY AND MATH HIGH SCHOOL,HS Core,ICT,61,3,20.3,14.0,25.0,Math,HS Algebra I,18.9
01M539,NEW EXPLORATIONS INTO SCIENCE- TECHNOLOGY AND MATH HIGH SCHOOL,HS Core,ICT,31,1,31.0,31.0,31.0,Math,HS Algebra II,18.9
01M539,NEW EXPLORATIONS INTO SCIENCE- TECHNOLOGY AND MATH HIGH SCHOOL,HS Core,ICT,58,2,29.0,28.0,30.0,Math,HS Geometry,18.9
01M539,NEW EXPLORATIONS INTO SCIENCE- TECHNOLOGY AND MATH HIGH SCHOOL,HS Core,ICT,25,1,25.0,25.0,25.0,Math,HS Technology,18.9
01M539,NEW EXPLORATIONS INTO SCIENCE- TECHNOLOGY AND MATH HIGH SCHOOL,HS Core,ICT,29,1,29.0,29.0,29.0,Science,HS Chemistry,18.9
01M539,NEW EXPLORATIONS INTO SCIENCE- TECHNOLOGY AND MATH HIGH SCHOOL,HS Core,ICT,110,4,27.5,25.0,31.0,Science,HS Living Environment,18.9
01M539,NEW EXPLORATIONS INTO SCIENCE- TECHNOLOGY AND MATH HIGH SCHOOL,HS Core,ICT,28,1,28.0,28.0,28.0,Science,HS Physics,18.9
01M539,NEW EXPLORATIONS INTO SCIENCE- TECHNOLOGY AND MATH HIGH SCHOOL,HS Core,ICT,147,5,29.4,25.0,34.0,Social Studies,HS Global History,18.9
01M539,NEW EXPLORATIONS INTO SCIENCE- TECHNOLOGY AND MATH HIGH SCHOOL,HS Core,ICT,32,1,32.0,32.0,32.0,Social Studies,HS Government & Econ,18.9
01M539,NEW EXPLORATIONS INTO SCIENCE- TECHNOLOGY AND MATH HIGH SCHOOL,HS Core,ICT,33,1,33.0,33.0,33.0,Social Studies,HS US History,18.9
01M539,NEW EXPLORATIONS INTO SCIENCE- TECHNOLOGY AND MATH HIGH SCHOOL,MS Core,Gen Ed,382,14,27.3,23.0,32.0,English,MS English Core,18.9
01M539,NEW EXPLORATIONS INTO SCIENCE- TECHNOLOGY AND MATH HIGH SCHOOL,MS Core,Gen Ed,109,5,21.8,19.0,24.0,Math,MS Integrated Algebra,18.9
01M539,NEW EXPLORATIONS INTO SCIENCE- TECHNOLOGY AND MATH HIGH SCHOOL,MS Core,Gen Ed,255,9,28.3,23.0,32.0,Math,MS Math Core,18.9
01M539,NEW EXPLORATIONS INTO SCIENCE- TECHNOLOGY AND MATH HIGH SCHOOL,MS Core,Gen Ed,261,9,29.0,26.0,32.0,Science,MS Science Core,18.9
01M539,NEW EXPLORATIONS INTO SCIENCE- TECHNOLOGY AND MATH HIGH SCHOOL,MS Core,Gen Ed,121,5,24.2,23.0,27.0,Science,MS Science Other,18.9
01M539,NEW EXPLORATIONS INTO SCIENCE- TECHNOLOGY AND MATH HIGH SCHOOL,MS Core,Gen Ed,261,9,29.0,26.0,32.0,Social Studies,MS Social Studies Core,18.9
01M539,NEW EXPLORATIONS INTO SCIENCE- TECHNOLOGY AND MATH HIGH SCHOOL,MS Core,Gen Ed,121,5,24.2,23.0,27.0,Social Studies,MS Social Studies Other,18.9
01M539,NEW EXPLORATIONS INTO SCIENCE- TECHNOLOGY AND MATH HIGH SCHOOL,MS Core,ICT,30,1,30.0,30.0,30.0,English,MS English Core,18.9
01M539,NEW EXPLORATIONS INTO SCIENCE- TECHNOLOGY AND MATH HIGH SCHOOL,MS Core,ICT,28,1,28.0,28.0,28.0,Math,MS Math Core,18.9
01M539,NEW EXPLORATIONS INTO SCIENCE- TECHNOLOGY AND MATH HIGH SCHOOL,MS Core,ICT,30,1,30.0,30.0,30.0,Science,MS Science Core,18.9
01M539,NEW EXPLORATIONS INTO SCIENCE- TECHNOLOGY AND MATH HIGH SCHOOL,MS Core,ICT,30,1,30.0,30.0,30.0,Social Studies,MS Social Studies Core,18.9
01M650,CASCADES HIGH SCHOOL,HS Core,Gen Ed,34,1,34.0,34.0,34.0,English,HS English 09,15.8
01M650,CASCADES HIGH SCHOOL,HS Core,Gen Ed,104,4,26.0,18.0,31.0,English,HS English 10,15.8
01M650,CASCADES HIGH SCHOOL,HS Core,Gen Ed,147,6,24.5,7.0,30.0,English,HS English 11,15.8
01M650,CASCADES HIGH SCHOOL,HS Core,Gen Ed,118,6,19.7,7.0,30.0,English,HS English 12,15.8
01M650,CASCADES HIGH SCHOOL,HS Core,Gen Ed,66,3,22.0,16.0,25.0,English,HS English Other,15.8
01M650,CASCADES HIGH SCHOOL,HS Core,Gen Ed,57,2,28.5,24.0,33.0,Math,HS Algebra I,15.8
01M650,CASCADES HIGH SCHOOL,HS Core,Gen Ed,94,3,31.3,29.0,34.0,Math,HS Geometry,15.8
01M650,CASCADES HIGH SCHOOL,HS Core,Gen Ed,72,3,24.0,16.0,33.0,Math,HS Statistics,15.8
01M650,CASCADES HIGH SCHOOL,HS Core,Gen Ed,24,2,12.0,7.0,17.0,Science,HS Chemistry,15.8
01M650,CASCADES HIGH SCHOOL,HS Core,Gen Ed,68,3,22.7,19.0,28.0,Science,HS Earth Science,15.8
01M650,CASCADES HIGH SCHOOL,HS Core,Gen Ed,54,2,27.0,27.0,27.0,Science,HS Living Environment,15.8
01M650,CASCADES HIGH SCHOOL,HS Core,Gen Ed,28,2,14.0,12.0,16.0,Science,HS Other Life Science,15.8
01M650,CASCADES HIGH SCHOOL,HS Core,Gen Ed,77,5,15.4,8.0,33.0,Science,HS Other Science,15.8
01M650,CASCADES HIGH SCHOOL,HS Core,Gen Ed,160,7,22.9,9.0,43.0,Social Studies,HS Global History,15.8
01M650,CASCADES HIGH SCHOOL,HS Core,Gen Ed,119,5,23.8,9.0,34.0,Social Studies,HS Government & Econ,15.8
01M650,CASCADES HIGH SCHOOL,HS Core,Gen Ed,11,1,11.0,11.0,11.0,Social Studies,HS Social Studies Other,15.8
01M650,CASCADES HIGH SCHOOL,HS Core,Gen Ed,85,4,21.3,12.0,33.0,Social Studies,HS US History,15.8
01M696,BARD HIGH SCHOOL EARLY COLLEGE,HS Core,Gen Ed,117,6,19.5,18.0,22.0,English,HS English 09,17.6
01M696,BARD HIGH SCHOOL EARLY COLLEGE,HS Core,Gen Ed,154,7,22.0,19.0,24.0,English,HS English 11,17.6
01M696,BARD HIGH SCHOOL EARLY COLLEGE,HS Core,Gen Ed,144,7,20.6,10.0,23.0,English,HS English Other,17.6
01M696,BARD HIGH SCHOOL EARLY COLLEGE,HS Core,Gen Ed,117,7,16.7,14.0,18.0,Math,HS Algebra I,17.6
01M696,BARD HIGH SCHOOL EARLY COLLEGE,HS Core,Gen Ed,154,8,19.3,14.0,22.0,Math,HS Algebra II,17.6
01M696,BARD HIGH SCHOOL EARLY COLLEGE,HS Core,Gen Ed,66,3,22.0,15.0,26.0,Math,HS Math Other,17.6
01M696,BARD HIGH SCHOOL EARLY COLLEGE,HS Core,Gen Ed,138,6,23.0,18.0,26.0,Math,HS Pre-calculus,17.6
01M696,BARD HIGH SCHOOL EARLY COLLEGE,HS Core,Gen Ed,26,1,26.0,26.0,26.0,Math,HS Statistics,17.6
01M696,BARD HIGH SCHOOL EARLY COLLEGE,HS Core,Gen Ed,17,1,17.0,17.0,17.0,Math,HS Technology,17.6
01M696,BARD HIGH SCHOOL EARLY COLLEGE,HS Core,Gen Ed,190,9,21.1,9.0,24.0,Science,HS Chemistry,17.6
01M696,BARD HIGH SCHOOL EARLY COLLEGE,HS Core,Gen Ed,186,9,20.7,18.0,24.0,Science,HS Other Life Science,17.6
01M696,BARD HIGH SCHOOL EARLY COLLEGE,HS Core,Gen Ed,46,2,23.0,22.0,24.0,Science,HS Other Science,17.6
01M696,BARD HIGH SCHOOL EARLY COLLEGE,HS Core,Gen Ed,135,7,19.3,17.0,21.0,Science,HS Physics,17.6
01M696,BARD HIGH SCHOOL EARLY COLLEGE,HS Core,Gen Ed,14,1,14.0,14.0,14.0,Social Studies,HS Global History,17.6
01M696,BARD HIGH SCHOOL EARLY COLLEGE,HS Core,Gen Ed,14,1,14.0,14.0,14.0,Social Studies,HS Social Studies Other,17.6
01M696,BARD HIGH SCHOOL EARLY COLLEGE,HS Core,Gen Ed,90,4,22.5,19.0,27.0,Social Studies,HS US History,17.6
01M696,BARD HIGH SCHOOL EARLY COLLEGE,HS Core,ICT,24,1,24.0,24.0,24.0,English,HS English 09,17.6
01M696,BARD HIGH SCHOOL EARLY COLLEGE,HS Core,ICT,24,1,24.0,24.0,24.0,Math,HS Algebra I,17.6
01M696,BARD HIGH SCHOOL EARLY COLLEGE,HS Core,ICT,24,1,24.0,24.0,24.0,Science,HS Physics,17.6
01M839,TOMPKINS SQUARE MIDDLE SCHOOL,MS Core,Accelerated,29,1,29.0,29.0,29.0,Math,MS Integrated Algebra,12.9
01M839,TOMPKINS SQUARE MIDDLE SCHOOL,MS Core,Gen Ed,91,3,30.3,30.0,31.0,Math,MS Math Core,12.9
01M839,TOMPKINS SQUARE MIDDLE SCHOOL,MS Core,Gen Ed,91,3,30.3,30.0,31.0,Science,MS Science Core,12.9
01M839,TOMPKINS SQUARE MIDDLE SCHOOL,MS Core,ICT,282,9,31.3,30.0,32.0,Math,MS Math Core,12.9
01M839,TOMPKINS SQUARE MIDDLE SCHOOL,MS Core,ICT,282,9,31.3,30.0,32.0,Science,MS Science Core,12.9
02M047,47 THE AMERICAN SIGN LANGUAGE AND ENGLISH SECONDARY SCHOOL,HS Core,Gen Ed,31,2,15.5,15.0,16.0,English,HS English 09,9.4
02M047,47 THE AMERICAN SIGN LANGUAGE AND ENGLISH SECONDARY SCHOOL,HS Core,Gen Ed,22,1,22.0,22.0,22.0,English,HS English 10,9.4
02M047,47 THE AMERICAN SIGN LANGUAGE AND ENGLISH SECONDARY SCHOOL,HS Core,Gen Ed,19,1,19.0,19.0,19.0,English,HS English 11,9.4
02M047,47 THE AMERICAN SIGN LANGUAGE AND ENGLISH SECONDARY SCHOOL,HS Core,Gen Ed,17,1,17.0,17.0,17.0,English,HS English 12,9.4
02M047,47 THE AMERICAN SIGN LANGUAGE AND ENGLISH SECONDARY SCHOOL,HS Core,Gen Ed,57,4,14.3,12.0,18.0,English,HS English Other,9.4
02M047,47 THE AMERICAN SIGN LANGUAGE AND ENGLISH SECONDARY SCHOOL,HS Core,Gen Ed,58,4,14.5,12.0,19.0,Math,HS Algebra I,9.4
02M047,47 THE AMERICAN SIGN LANGUAGE AND ENGLISH SECONDARY SCHOOL,HS Core,Gen Ed,23,1,23.0,23.0,23.0,Math,HS Algebra II,9.4
02M047,47 THE AMERICAN SIGN LANGUAGE AND ENGLISH SECONDARY SCHOOL,HS Core,Gen Ed,18,1,18.0,18.0,18.0,Math,HS Math Other,9.4
02M047,47 THE AMERICAN SIGN LANGUAGE AND ENGLISH SECONDARY SCHOOL,HS Core,Gen Ed,35,2,17.5,17.0,18.0,Science,HS Earth Science,9.4
02M047,47 THE AMERICAN SIGN LANGUAGE AND ENGLISH SECONDARY SCHOOL,HS Core,Gen Ed,40,3,13.3,7.0,17.0,Science,HS Living Environment,9.4
02M047,47 THE AMERICAN SIGN LANGUAGE AND ENGLISH SECONDARY SCHOOL,HS Core,Gen Ed,46,2,23.0,23.0,23.0,Science,HS Other Life Science,9.4
02M047,47 THE AMERICAN SIGN LANGUAGE AND ENGLISH SECONDARY SCHOOL,HS Core,Gen Ed,59,4,14.8,12.0,17.0,Social Studies,HS Global History,9.4
02M047,47 THE AMERICAN SIGN LANGUAGE AND ENGLISH SECONDARY SCHOOL,HS Core,Gen Ed,19,1,19.0,19.0,19.0,Social Studies,HS Government & Econ,9.4
02M047,47 THE AMERICAN SIGN LANGUAGE AND ENGLISH SECONDARY SCHOOL,HS Core,Gen Ed,39,2,19.5,18.0,21.0,Social Studies,HS Social Studies Other,9.4
02M047,47 THE AMERICAN SIGN LANGUAGE AND ENGLISH SECONDARY SCHOOL,HS Core,Gen Ed,35,2,17.5,15.0,20.0,Social Studies,HS US History,9.4
02M047,47 THE AMERICAN SIGN LANGUAGE AND ENGLISH SECONDARY SCHOOL,HS Core,ICT,21,1,21.0,21.0,21.0,English,HS English 09,9.4
02M047,47 THE AMERICAN SIGN LANGUAGE AND ENGLISH SECONDARY SCHOOL,HS Core,ICT,25,1,25.0,25.0,25.0,English,HS English 10,9.4
02M047,47 THE AMERICAN SIGN LANGUAGE AND ENGLISH SECONDARY SCHOOL,HS Core,ICT,18,1,18.0,18.0,18.0,English,HS English 11,9.4
02M047,47 THE AMERICAN SIGN LANGUAGE AND ENGLISH SECONDARY SCHOOL,HS Core,ICT,18,1,18.0,18.0,18.0,English,HS English 12,9.4
02M047,47 THE AMERICAN SIGN LANGUAGE AND ENGLISH SECONDARY SCHOOL,HS Core,ICT,41,2,20.5,19.0,22.0,Math,HS Algebra I,9.4
02M047,47 THE AMERICAN SIGN LANGUAGE AND ENGLISH SECONDARY SCHOOL,HS Core,ICT,42,2,21.0,21.0,21.0,Math,HS Geometry,9.4
02M047,47 THE AMERICAN SIGN LANGUAGE AND ENGLISH SECONDARY SCHOOL,HS Core,ICT,48,2,24.0,23.0,25.0,Science,HS Earth Science,9.4
02M047,47 THE AMERICAN SIGN LANGUAGE AND ENGLISH SECONDARY SCHOOL,HS Core,ICT,21,1,21.0,21.0,21.0,Science,HS Living Environment,9.4
02M047,47 THE AMERICAN SIGN LANGUAGE AND ENGLISH SECONDARY SCHOOL,HS Core,ICT,42,2,21.0,20.0,22.0,Social Studies,HS Global History,9.4
02M047,47 THE AMERICAN SIGN LANGUAGE AND ENGLISH SECONDARY SCHOOL,HS Core,ICT,16,1,16.0,16.0,16.0,Social Studies,HS Government & Econ,9.4
02M047,47 THE AMERICAN SIGN LANGUAGE AND ENGLISH SECONDARY SCHOOL,HS Core,SC,5,1,5.0,5.0,5.0,English,HS English 09,9.4
02M047,47 THE AMERICAN SIGN LANGUAGE AND ENGLISH SECONDARY SCHOOL,HS Core,SC,5,1,5.0,5.0,5.0,English,HS English 11,9.4
02M047,47 THE AMERICAN SIGN LANGUAGE AND ENGLISH SECONDARY SCHOOL,HS Core,SC,9,1,9.0,9.0,9.0,Math,HS Algebra I,9.4
02M104,J.H.S. 104 SIMON BARUCH,MS Core,Accelerated,130,4,32.5,32.0,33.0,Math,MS Integrated Algebra,16.3
02M104,J.H.S. 104 SIMON BARUCH,MS Core,Accelerated,130,4,32.5,32.0,33.0,Science,MS Science Other,16.3
02M104,J.H.S. 104 SIMON BARUCH,MS Core,Gen Ed,816,27,30.2,23.0,33.0,English,MS English Core,16.3
02M104,J.H.S. 104 SIMON BARUCH,MS Core,Gen Ed,613,23,26.7,10.0,33.0,English,MS English Other,16.3
02M104,J.H.S. 104 SIMON BARUCH,MS Core,Gen Ed,687,23,29.9,23.0,33.0,Math,MS Math Core,16.3
02M104,J.H.S. 104 SIMON BARUCH,MS Core,Gen Ed,687,23,29.9,23.0,33.0,Science,MS Science Core,16.3
02M104,J.H.S. 104 SIMON BARUCH,MS Core,Gen Ed,816,27,30.2,23.0,33.0,Social Studies,MS Social Studies Core,16.3
02M104,J.H.S. 104 SIMON BARUCH,MS Core,Gen Ed,33,1,33.0,33.0,33.0,Social Studies,MS Social Studies Other,16.3
02M104,J.H.S. 104 SIMON BARUCH,MS Core,ICT,295,11,26.8,20.0,33.0,English,MS English Core,16.3
02M104,J.H.S. 104 SIMON BARUCH,MS Core,ICT,294,11,26.7,20.0,33.0,Math,MS Math Core,16.3
02M104,J.H.S. 104 SIMON BARUCH,MS Core,ICT,294,11,26.7,20.0,33.0,Science,MS Science Core,16.3
02M104,J.H.S. 104 SIMON BARUCH,MS Core,ICT,296,11,26.9,20.0,33.0,Social Studies,MS Social Studies Core,16.3
02M104,J.H.S. 104 SIMON BARUCH,MS Core,SC,26,3,8.7,5.0,12.0,English,MS English Core,16.3
02M104,J.H.S. 104 SIMON BARUCH,MS Core,SC,27,3,9.0,5.0,13.0,Math,MS Math Core,16.3
02M104,J.H.S. 104 SIMON BARUCH,MS Core,SC,27,3,9.0,5.0,13.0,Science,MS Science Core,16.3
02M104,J.H.S. 104 SIMON BARUCH,MS Core,SC,26,3,8.7,5.0,11.0,Social Studies,MS Social Studies Core,16.3
02M104,J.H.S. 104 SIMON BARUCH,MS Core,SC,2,1,2.0,2.0,2.0,Social Studies,MS Social Studies Other,16.3
02M114,EAST SIDE MIDDLE SCHOOL,MS Core,Accelerated,66,2,33.0,32.0,34.0,Math,MS Integrated Algebra,15.3
02M114,EAST SIDE MIDDLE SCHOOL,MS Core,Gen Ed,277,9,30.8,30.0,32.0,English,MS English Core,15.3
02M114,EAST SIDE MIDDLE SCHOOL,MS Core,Gen Ed,312,13,24.0,14.0,32.0,Math,MS Math Core,15.3
02M114,EAST SIDE MIDDLE SCHOOL,MS Core,Gen Ed,277,8,34.6,30.0,62.0,Science,MS Science Core,15.3
02M114,EAST SIDE MIDDLE SCHOOL,MS Core,Gen Ed,277,9,30.8,30.0,32.0,Social Studies,MS Social Studies Core,15.3
02M114,EAST SIDE MIDDLE SCHOOL,MS Core,ICT,166,6,27.7,27.0,29.0,English,MS English Core,15.3
02M114,EAST SIDE MIDDLE SCHOOL,MS Core,ICT,130,6,21.7,9.0,29.0,Math,MS Math Core,15.3
02M114,EAST SIDE MIDDLE SCHOOL,MS Core,ICT,166,5,33.2,27.0,55.0,Science,MS Science Core,15.3
02M114,EAST SIDE MIDDLE SCHOOL,MS Core,ICT,166,6,27.7,27.0,29.0,Social Studies,MS Social Studies Core,15.3
02M126,P.S. 126 JACOB AUGUST RIIS,MS Core,Accelerated,81,3,27.0,26.0,29.0,Math,MS Integrated Algebra,14.6
02M126,P.S. 126 JACOB AUGUST RIIS,MS Core,Accelerated,110,4,27.5,26.0,29.0,Science,MS Science Other,14.6
02M126,P.S. 126 JACOB AUGUST RIIS,MS Core,Gen Ed,257,9,28.6,26.0,30.0,English,MS English Core,14.6
02M126,P.S. 126 JACOB AUGUST RIIS,MS Core,Gen Ed,118,4,29.5,28.0,30.0,English,MS English Other,14.6
02M126,P.S. 126 JACOB AUGUST RIIS,MS Core,Gen Ed,176,6,29.3,28.0,30.0,Math,MS Math Core,14.6
02M126,P.S. 126 JACOB AUGUST RIIS,MS Core,Gen Ed,226,8,28.3,26.0,30.0,Math,MS Math Other,14.6
02M126,P.S. 126 JACOB AUGUST RIIS,MS Core,Gen Ed,234,8,29.3,28.0,30.0,Science,MS Science Core,14.6
02M126,P.S. 126 JACOB AUGUST RIIS,MS Core,Gen Ed,257,9,28.6,26.0,30.0,Social Studies,MS Social Studies Core,14.6
02M126,P.S. 126 JACOB AUGUST RIIS,MS Core,ICT,87,3,29.0,28.0,30.0,English,MS English Core,14.6
02M126,P.S. 126 JACOB AUGUST RIIS,MS Core,ICT,58,2,29.0,28.0,30.0,Math,MS Math Core,14.6
02M126,P.S. 126 JACOB AUGUST RIIS,MS Core,ICT,87,3,29.0,28.0,30.0,Social Studies,MS Social Studies Core,14.6
02M126,P.S. 126 JACOB AUGUST RIIS,MS Core,ICT & Acc,29,1,29.0,29.0,29.0,Math,MS Integrated Algebra,14.6
02M131,M.S. 131,MS Core,Accelerated,32,1,32.0,32.0,32.0,Math,MS Integrated Algebra,13.9
02M131,M.S. 131,MS Core,Gen Ed,203,8,25.4,16.0,33.0,English,MS English Core,13.9
02M131,M.S. 131,MS Core,Gen Ed,118,9,13.1,7.0,23.0,English,MS English Other,13.9
02M131,M.S. 131,MS Core,Gen Ed,307,13,23.6,15.0,33.0,Math,MS Math Core,13.9
02M131,M.S. 131,MS Core,Gen Ed,307,13,23.6,15.0,33.0,Science,MS Science Core,13.9
02M131,M.S. 131,MS Core,Gen Ed,307,13,23.6,15.0,33.0,Social Studies,MS Social Studies Core,13.9
02M131,M.S. 131,MS Core,ICT,111,4,27.8,23.0,30.0,English,MS English Core,13.9
02M131,M.S. 131,MS Core,ICT,111,4,27.8,23.0,30.0,Math,MS Math Core,13.9
02M131,M.S. 131,MS Core,ICT,111,4,27.8,23.0,30.0,Science,MS Science Core,13.9
02M131,M.S. 131,MS Core,ICT,111,4,27.8,23.0,30.0,Social Studies,MS Social Studies Core,13.9
02M131,M.S. 131,MS Core,SC,17,2,8.5,4.0,13.0,English,MS English Core,13.9
02M131,M.S. 131,MS Core,SC,9,1,9.0,9.0,9.0,English,MS English Other,13.9
02M131,M.S. 131,MS Core,SC,26,2,13.0,13.0,13.0,Math,MS Math Core,13.9
02M131,M.S. 131,MS Core,SC,26,2,13.0,13.0,13.0,Science,MS Science Core,13.9
02M131,M.S. 131,MS Core,SC,26,3,8.7,5.0,13.0,Social Studies,MS Social Studies Core,13.9
02M135,THE URBAN ASSEMBLY SCHOOL FOR EMERGENCY MANAGEMENT,HS Core,Gen Ed,44,2,22.0,21.0,23.0,English,HS English 09,12.3
02M135,THE URBAN ASSEMBLY SCHOOL FOR EMERGENCY MANAGEMENT,HS Core,Gen Ed,41,2,20.5,20.0,21.0,English,HS English 10,12.3
02M135,THE URBAN ASSEMBLY SCHOOL FOR EMERGENCY MANAGEMENT,HS Core,Gen Ed,17,1,17.0,17.0,17.0,English,HS English 11,12.3
02M135,THE URBAN ASSEMBLY SCHOOL FOR EMERGENCY MANAGEMENT,HS Core,Gen Ed,38,2,19.0,19.0,19.0,English,HS English 12,12.3
02M135,THE URBAN ASSEMBLY SCHOOL FOR EMERGENCY MANAGEMENT,HS Core,Gen Ed,78,6,13.0,7.0,21.0,English,HS English Other,12.3
02M135,THE URBAN ASSEMBLY SCHOOL FOR EMERGENCY MANAGEMENT,HS Core,Gen Ed,56,3,18.7,15.0,22.0,Math,HS Algebra I,12.3
02M135,THE URBAN ASSEMBLY SCHOOL FOR EMERGENCY MANAGEMENT,HS Core,Gen Ed,57,3,19.0,15.0,22.0,Math,HS Algebra II,12.3
02M135,THE URBAN ASSEMBLY SCHOOL FOR EMERGENCY MANAGEMENT,HS Core,Gen Ed,25,1,25.0,25.0,25.0,Math,HS Geometry,12.3
02M135,THE URBAN ASSEMBLY SCHOOL FOR EMERGENCY MANAGEMENT,HS Core,Gen Ed,60,4,15.0,7.0,26.0,Math,HS Math Other,12.3
02M135,THE URBAN ASSEMBLY SCHOOL FOR EMERGENCY MANAGEMENT,HS Core,Gen Ed,48,2,24.0,22.0,26.0,Science,HS Earth Science,12.3
